Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Retail Price,"JOHOR BAHRU, JOHOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.50,1.50
Retail Price,"JOHOR BAHRU, JOHOR",CILI HIJAU,F.A.Q,KG,14.00,13.50,13.00
Retail Price,"JOHOR BAHRU, JOHOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,15.50,15.00
Retail Price,"JOHOR BAHRU, JOHOR",DAUN BAWANG,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"JOHOR BAHRU, JOHOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,13.00,12.50,12.00
Retail Price,"JOHOR BAHRU, JOHOR",KACANG BENDI,F.A.Q,KG,11.00,10.50,10.00
Retail Price,"JOHOR BAHRU, JOHOR",KACANG BUNCIS,F.A.Q,KG,14.00,13.50,13.00
Retail Price,"JOHOR BAHRU, JOHOR",KACANG PANJANG HIJAU,F.A.Q,KG,12.00,11.50,11.00
Retail Price,"JOHOR BAHRU, JOHOR",KANGKUNG,F.A.Q,KG,7.00,6.75,6.50
Retail Price,"JOHOR BAHRU, JOHOR",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Retail Price,"JOHOR BAHRU, JOHOR",KELAPA PARUT,F.A.Q,KG,7.20,7.20,7.20
Retail Price,"JOHOR BAHRU, JOHOR",KETOLA / PETOLA SEGI,F.A.Q,KG,7.00,6.50,6.00
Retail Price,"JOHOR BAHRU, JOHOR",KUBIS BULAT (CHINA),F.A.Q,KG,4.00,3.75,3.50
Retail Price,"JOHOR BAHRU, JOHOR",KUBIS BULAT (INDONESIA),F.A.Q,KG,4.00,3.75,3.50
Retail Price,"JOHOR BAHRU, JOHOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"JOHOR BAHRU, JOHOR",PISANG BERANGAN,F.A.Q,KG,5.00,4.75,4.50
Retail Price,"JOHOR BAHRU, JOHOR",PISANG MAS,F.A.Q,KG,5.00,4.50,4.00
Retail Price,"JOHOR BAHRU, JOHOR",SANTAN BIASA,F.A.Q,KG,10.00,10.00,10.00
Retail Price,"JOHOR BAHRU, JOHOR",SAWI HIJAU,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"JOHOR BAHRU, JOHOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"JOHOR BAHRU, JOHOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"JOHOR BAHRU, JOHOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"JOHOR BAHRU, JOHOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"JOHOR BAHRU, JOHOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,10.00,9.50,9.00
Retail Price,"JOHOR BAHRU, JOHOR",TIMUN HIJAU ,F.A.Q,KG,7.00,6.50,6.00
Retail Price,"JOHOR BAHRU, JOHOR",TOMATO (TANAH TINGGI),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"JOHOR BAHRU, JOHOR",UBI KENTANG HOLLAND,F.A.Q,KG,5.50,5.25,5.00
Retail Price,"KOTA SETAR, KEDAH",AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"KOTA SETAR, KEDAH",AYAM PROSES SUPER,F.A.Q,KG,9.80,9.80,9.80
Retail Price,"KOTA SETAR, KEDAH",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KOTA SETAR, KEDAH",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,13.00,12.00,12.00
Retail Price,"KOTA SETAR, KEDAH",BAWANG PUTIH (CHINA),F.A.Q,KG,11.00,10.00,10.00
Retail Price,"KOTA SETAR, KEDAH",BAYAM ,F.A.Q,KG,7.00,6.00,6.00
Retail Price,"KOTA SETAR, KEDAH",BELIMBING (B10),F.A.Q,KG,8.00,7.00,6.00
Retail Price,"KOTA SETAR, KEDAH",BETIK SEKAKI,F.A.Q,KG,5.50,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.50,1.20
Retail Price,"KOTA SETAR, KEDAH",CILI HIJAU (IMPORT),F.A.Q,KG,13.00,12.00,12.00
Retail Price,"KOTA SETAR, KEDAH",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,17.00,16.00,16.00
Retail Price,"KOTA SETAR, KEDAH",DAUN BAWANG,F.A.Q,KG,11.00,10.00,10.00
Retail Price,"KOTA SETAR, KEDAH",DAUN SUP (TANAH TINGGI),F.A.Q,KG,13.00,12.00,12.00
Retail Price,"KOTA SETAR, KEDAH",KACANG BENDI,F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA SETAR, KEDAH",KACANG BUNCIS,F.A.Q,KG,14.00,13.00,13.00
Retail Price,"KOTA SETAR, KEDAH",KACANG PANJANG HIJAU,F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA SETAR, KEDAH",KANGKUNG,F.A.Q,KG,5.00,4.00,4.00
Retail Price,"KOTA SETAR, KEDAH",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.40
Retail Price,"KOTA SETAR, KEDAH",KELAPA PARUT,F.A.Q,KG,7.20,7.20,7.00
Retail Price,"KOTA SETAR, KEDAH",KETOLA / PETOLA SEGI,F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA SETAR, KEDAH",KUBIS BULAT (CHINA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KOTA SETAR, KEDAH",KUBIS BULAT (INDONESIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KOTA SETAR, KEDAH",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA SETAR, KEDAH",PISANG BERANGAN,F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",PISANG MAS,F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",SANTAN PEKAT,F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KOTA SETAR, KEDAH",SAWI HIJAU,F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA SETAR, KEDAH",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"KOTA SETAR, KEDAH",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"KOTA SETAR, KEDAH",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"KOTA SETAR, KEDAH",TEMBIKAI MERAH,F.A.Q,KG,3.50,3.00,3.00
Retail Price,"KOTA SETAR, KEDAH",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.50,3.00,3.00
Retail Price,"KOTA SETAR, KEDAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA SETAR, KEDAH",TIMUN HIJAU ,F.A.Q,KG,5.50,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",TOMATO (TANAH TINGGI),F.A.Q,KG,5.50,5.00,5.00
Retail Price,"KOTA SETAR, KEDAH",UBI KENTANG HOLLAND,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"KOTA BHARU, KELANTAN",AYAM PROSES STANDARD,F.A.Q,KG,11.00,11.00,11.00
Retail Price,"KOTA BHARU, KELANTAN",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA BHARU, KELANTAN",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA BHARU, KELANTAN",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,4.50,4.00,4.00
Retail Price,"KOTA BHARU, KELANTAN",BAWANG PUTIH (CHINA),F.A.Q,KG,6.00,5.50,5.50
Retail Price,"KOTA BHARU, KELANTAN",BAYAM ,F.A.Q,KG,6.50,6.00,6.00
Retail Price,"KOTA BHARU, KELANTAN",BETIK SEKAKI,F.A.Q,KG,3.50,3.00,3.00
Retail Price,"KOTA BHARU, KELANTAN",BUNGA KANTAN,F.A.Q,TANGKAI,3.00,3.00,3.00
Retail Price,"KOTA BHARU, KELANTAN",CILI MERAH (THAILAND),F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KOTA BHARU, KELANTAN",CILI MERAH (VIETNAM),F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KOTA BHARU, KELANTAN",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KOTA BHARU, KELANTAN",CILI MERAH MINYAK,F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KOTA BHARU, KELANTAN",DAUN BAWANG,F.A.Q,KG,14.00,13.00,13.00
Retail Price,"KOTA BHARU, KELANTAN",DAUN SUP (TANAH TINGGI),F.A.Q,KG,14.00,13.00,13.00
Retail Price,"KOTA BHARU, KELANTAN",KACANG BENDI,F.A.Q,KG,5.50,5.00,5.00
Retail Price,"KOTA BHARU, KELANTAN",KACANG BUNCIS,F.A.Q,KG,15.00,14.00,14.00
Retail Price,"KOTA BHARU, KELANTAN",KACANG PANJANG HIJAU,F.A.Q,KG,6.50,6.00,6.00
Retail Price,"KOTA BHARU, KELANTAN",KANGKUNG,F.A.Q,KG,5.50,5.00,5.00
Retail Price,"KOTA BHARU, KELANTAN",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.00,2.00
Retail Price,"KOTA BHARU, KELANTAN",KELAPA PARUT,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"KOTA BHARU, KELANTAN",KETOLA / PETOLA SEGI,F.A.Q,KG,3.50,3.00,3.00
Retail Price,"KOTA BHARU, KELANTAN",KUBIS BULAT (CHINA),F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA BHARU, KELANTAN",KUBIS BULAT (INDONESIA),F.A.Q,KG,3.50,3.00,3.00
Retail Price,"KOTA BHARU, KELANTAN",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.50,5.00,5.00
Retail Price,"KOTA BHARU, KELANTAN",PISANG BERANGAN,F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA BHARU, KELANTAN",PISANG MAS,F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KOTA BHARU, KELANTAN",SANTAN BIASA,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"KOTA BHARU, KELANTAN",SANTAN PEKAT,F.A.Q,KG,12.00,10.00,10.00
Retail Price,"KOTA BHARU, KELANTAN",SAWI HIJAU,F.A.Q,KG,7.50,7.00,7.00
Retail Price,"KOTA BHARU, KELANTAN",TELUR AYAM,A,BIJI,0.45,0.45,0.45
Retail Price,"KOTA BHARU, KELANTAN",TELUR AYAM,B,BIJI,0.43,0.43,0.43
Retail Price,"KOTA BHARU, KELANTAN",TELUR AYAM,C,BIJI,0.42,0.42,0.42
Retail Price,"KOTA BHARU, KELANTAN",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,2.50,2.20,2.20
Retail Price,"KOTA BHARU, KELANTAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KOTA BHARU, KELANTAN",TIMUN HIJAU ,F.A.Q,KG,4.50,4.00,4.00
Retail Price,"KOTA BHARU, KELANTAN",TOMATO (TANAH TINGGI),F.A.Q,KG,6.50,6.00,6.00
Retail Price,"KOTA BHARU, KELANTAN",UBI KENTANG HOLLAND,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"MELAKA TENGAH, MELAKA",AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,12.00,11.50,11.00
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG MERAH ROSE,F.A.Q,KG,10.00,9.00,8.00
Retail Price,"MELAKA TENGAH, MELAKA",BAWANG PUTIH (CHINA),F.A.Q,KG,8.50,8.50,8.50
Retail Price,"MELAKA TENGAH, MELAKA",BAYAM ,F.A.Q,KG,5.50,5.50,5.00
Retail Price,"MELAKA TENGAH, MELAKA",BELIMBING (B10),F.A.Q,KG,8.00,7.00,6.00
Retail Price,"MELAKA TENGAH, MELAKA",BETIK SEKAKI,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"MELAKA TENGAH, MELAKA",BUNGA KANTAN,F.A.Q,TANGKAI,2.50,2.50,2.00
Retail Price,"MELAKA TENGAH, MELAKA",CILI HIJAU,F.A.Q,KG,14.00,14.00,14.00
Retail Price,"MELAKA TENGAH, MELAKA",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.00,15.00,13.00
Retail Price,"MELAKA TENGAH, MELAKA",CILI MERAH MINYAK,F.A.Q,KG,15.00,15.00,13.00
Retail Price,"MELAKA TENGAH, MELAKA",DAUN BAWANG,F.A.Q,KG,7.00,7.00,6.00
Retail Price,"MELAKA TENGAH, MELAKA",DAUN SUP (TANAH TINGGI),F.A.Q,KG,12.00,12.00,12.00
Retail Price,"MELAKA TENGAH, MELAKA",KACANG BENDI,F.A.Q,KG,7.50,7.00,7.00
Retail Price,"MELAKA TENGAH, MELAKA",KACANG BUNCIS,F.A.Q,KG,14.00,14.00,13.00
Retail Price,"MELAKA TENGAH, MELAKA",KACANG PANJANG HIJAU,F.A.Q,KG,10.00,10.00,9.00
Retail Price,"MELAKA TENGAH, MELAKA",KANGKUNG,F.A.Q,KG,5.50,5.50,5.00
Retail Price,"MELAKA TENGAH, MELAKA",KELAPA DIKUPAS,SEDANG,BIJI,2.00,2.00,2.00
Retail Price,"MELAKA TENGAH, MELAKA",KELAPA PARUT,F.A.Q,KG,7.60,7.60,7.60
Retail Price,"MELAKA TENGAH, MELAKA",KETOLA / PETOLA SEGI,F.A.Q,KG,6.00,6.00,5.00
Retail Price,"MELAKA TENGAH, MELAKA",KUBIS BULAT (CHINA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"MELAKA TENGAH, MELAKA",KUBIS BULAT (INDONESIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"MELAKA TENGAH, MELAKA",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.00,4.50,4.50
Retail Price,"MELAKA TENGAH, MELAKA",PISANG BERANGAN,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"MELAKA TENGAH, MELAKA",PISANG MAS,F.A.Q,KG,5.00,4.75,4.50
Retail Price,"MELAKA TENGAH, MELAKA",SANTAN PEKAT,F.A.Q,KG,12.00,12.00,12.00
Retail Price,"MELAKA TENGAH, MELAKA",SAWI HIJAU,F.A.Q,KG,6.00,6.00,5.50
Retail Price,"MELAKA TENGAH, MELAKA",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"MELAKA TENGAH, MELAKA",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"MELAKA TENGAH, MELAKA",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"MELAKA TENGAH, MELAKA",TEMBIKAI MERAH,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"MELAKA TENGAH, MELAKA",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"MELAKA TENGAH, MELAKA",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.00,7.00,7.00
Retail Price,"MELAKA TENGAH, MELAKA",TIMUN HIJAU ,F.A.Q,KG,5.50,5.50,5.00
Retail Price,"MELAKA TENGAH, MELAKA",TOMATO (TANAH TINGGI),F.A.Q,KG,5.00,4.50,4.50
Retail Price,"MELAKA TENGAH, MELAKA",UBI KENTANG HOLLAND,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,3.75,3.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,7.00,6.50,6.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,13.00,12.50,12.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH ROSE,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAWANG PUTIH (CHINA),F.A.Q,KG,9.00,8.50,8.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BAYAM ,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BELIMBING (B10),F.A.Q,KG,7.00,6.50,6.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BETIK SEKAKI,F.A.Q,KG,5.00,4.75,4.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",BUNGA KANTAN,F.A.Q,TANGKAI,2.00,1.75,1.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",CILI HIJAU,F.A.Q,KG,13.00,12.50,12.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,19.00,18.50,18.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",CILI MERAH MINYAK,F.A.Q,KG,15.00,14.50,14.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",DAUN BAWANG,F.A.Q,KG,8.00,7.50,7.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",DAUN SUP (TANAH TINGGI),F.A.Q,KG,12.00,11.50,11.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KACANG BENDI,F.A.Q,KG,10.00,9.50,9.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KACANG BUNCIS,F.A.Q,KG,10.00,9.50,9.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KACANG PANJANG HIJAU,F.A.Q,KG,11.00,10.50,10.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KANGKUNG,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.40,2.30
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KELAPA PARUT,F.A.Q,KG,8.00,7.80,7.60
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KETOLA / PETOLA SEGI,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.50,6.25,6.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",PISANG BERANGAN,F.A.Q,KG,5.00,4.75,4.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",PISANG MAS,F.A.Q,KG,5.00,4.75,4.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",SANTAN BIASA,F.A.Q,KG,9.00,8.75,8.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",SAWI HIJAU,F.A.Q,KG,7.00,6.75,6.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,3.75,3.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,10.00,9.50,9.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TIMUN HIJAU ,F.A.Q,KG,6.00,5.75,5.50
Retail Price,"SEREMBAN, NEGERI SEMBILAN",TOMATO (TANAH TINGGI),F.A.Q,KG,5.50,5.25,5.00
Retail Price,"SEREMBAN, NEGERI SEMBILAN",UBI KENTANG HOLLAND,F.A.Q,KG,4.00,3.75,3.50
Retail Price,"KUANTAN, PAHANG",AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"KUANTAN, PAHANG",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KUANTAN, PAHANG",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,3.00,3.00,3.00
Retail Price,"KUANTAN, PAHANG",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KUANTAN, PAHANG",BAWANG PUTIH (CHINA),F.A.Q,KG,8.50,8.50,8.50
Retail Price,"KUANTAN, PAHANG",BAYAM ,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"KUANTAN, PAHANG",BELIMBING (B10),F.A.Q,KG,7.00,7.00,7.00
Retail Price,"KUANTAN, PAHANG",BETIK SEKAKI,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"KUANTAN, PAHANG",BUNGA KANTAN,F.A.Q,TANGKAI,2.00,2.00,2.00
Retail Price,"KUANTAN, PAHANG",CILI HIJAU,F.A.Q,KG,12.00,11.00,10.00
Retail Price,"KUANTAN, PAHANG",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,16.00,16.00
Retail Price,"KUANTAN, PAHANG",CILI MERAH MINYAK,F.A.Q,KG,15.00,14.00,13.00
Retail Price,"KUANTAN, PAHANG",DAUN BAWANG,F.A.Q,KG,10.00,10.00,9.00
Retail Price,"KUANTAN, PAHANG",DAUN SUP (TANAH TINGGI),F.A.Q,KG,15.00,14.00,14.00
Retail Price,"KUANTAN, PAHANG",KACANG BENDI,F.A.Q,KG,10.00,10.00,9.00
Retail Price,"KUANTAN, PAHANG",KACANG BUNCIS,F.A.Q,KG,15.00,14.00,14.00
Retail Price,"KUANTAN, PAHANG",KACANG PANJANG HIJAU,F.A.Q,KG,10.00,10.00,9.00
Retail Price,"KUANTAN, PAHANG",KANGKUNG,F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KUANTAN, PAHANG",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Retail Price,"KUANTAN, PAHANG",KELAPA PARUT,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"KUANTAN, PAHANG",KETOLA / PETOLA SEGI,F.A.Q,KG,8.00,6.00,5.50
Retail Price,"KUANTAN, PAHANG",KUBIS BULAT (CHINA),F.A.Q,KG,3.50,3.50,3.50
Retail Price,"KUANTAN, PAHANG",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,4.50,4.50,4.50
Retail Price,"KUANTAN, PAHANG",PISANG BERANGAN,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUANTAN, PAHANG",PISANG MAS,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUANTAN, PAHANG",SANTAN BIASA,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"KUANTAN, PAHANG",SANTAN PEKAT,F.A.Q,KG,15.00,15.00,15.00
Retail Price,"KUANTAN, PAHANG",SAWI HIJAU,F.A.Q,KG,8.50,8.00,8.00
Retail Price,"KUANTAN, PAHANG",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"KUANTAN, PAHANG",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"KUANTAN, PAHANG",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"KUANTAN, PAHANG",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"KUANTAN, PAHANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,10.00,9.00,9.00
Retail Price,"KUANTAN, PAHANG",TIMUN HIJAU ,F.A.Q,KG,6.00,6.00,5.50
Retail Price,"KUANTAN, PAHANG",TOMATO (TANAH TINGGI),F.A.Q,KG,6.00,6.00,5.50
Retail Price,"KUANTAN, PAHANG",UBI KENTANG HOLLAND,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"TENGAH, PULAU PINANG",AYAM PROSES STANDARD,F.A.Q,KG,11.00,11.00,11.00
Retail Price,"TENGAH, PULAU PINANG",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.00,4.50,4.00
Retail Price,"TENGAH, PULAU PINANG",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,3.75,3.50
Retail Price,"TENGAH, PULAU PINANG",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,3.75,3.50
Retail Price,"TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,5.00,4.50,4.00
Retail Price,"TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,5.00,4.50,4.00
Retail Price,"TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,10.00,10.00,10.00
Retail Price,"TENGAH, PULAU PINANG",BAWANG MERAH ROSE,F.A.Q,KG,10.00,9.00,8.00
Retail Price,"TENGAH, PULAU PINANG",BAWANG PUTIH (CHINA),F.A.Q,KG,9.00,8.50,8.00
Retail Price,"TENGAH, PULAU PINANG",BAYAM ,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"TENGAH, PULAU PINANG",BETIK SEKAKI,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"TENGAH, PULAU PINANG",BUNGA KANTAN,F.A.Q,TANGKAI,2.00,1.75,1.50
Retail Price,"TENGAH, PULAU PINANG",CILI HIJAU,F.A.Q,KG,15.00,14.00,12.00
Retail Price,"TENGAH, PULAU PINANG",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,20.00,17.00,14.00
Retail Price,"TENGAH, PULAU PINANG",CILI MERAH MINYAK,F.A.Q,KG,16.00,15.00,14.00
Retail Price,"TENGAH, PULAU PINANG",DAUN BAWANG,F.A.Q,KG,10.00,9.00,8.00
Retail Price,"TENGAH, PULAU PINANG",DAUN SUP (TANAH TINGGI),F.A.Q,KG,14.00,13.00,12.00
Retail Price,"TENGAH, PULAU PINANG",KACANG BENDI,F.A.Q,KG,12.00,11.00,10.00
Retail Price,"TENGAH, PULAU PINANG",KACANG BUNCIS,F.A.Q,KG,16.00,15.00,14.00
Retail Price,"TENGAH, PULAU PINANG",KACANG PANJANG HIJAU,F.A.Q,KG,12.00,11.00,10.00
Retail Price,"TENGAH, PULAU PINANG",KANGKUNG,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"TENGAH, PULAU PINANG",KELAPA DIKUPAS,SEDANG,BIJI,3.00,2.75,2.50
